url,Beds,Baths,Square FT,Pricing,Address
https://rentals.ca/ottawa/125-putman-avenue,3.5 ,2 ,1400 ,$3300,"125 Putman Avenue - Ottawa, ON"
https://rentals.ca/ottawa/488-guy-street,2 ,1 ,900 ,$1870,"488 Guy Street - Ottawa, ON"
https://rentals.ca/ottawa/laurier-avenue-west,1 ,1.5 ,1000 ,$1800,"Laurier Avenue West - Ottawa, ON"
https://rentals.ca/ottawa/3802-crowsnest-avenue-1,4 ,1.5 ,1600 ,$2500,"3802 Crowsnest Avenue - Ottawa, ON"
https://rentals.ca/ottawa/3802-crowsnest-avenue,3 ,1.5 ,2500 ,$3000,"3802 Crowsnest Avenue - Ottawa, ON"
https://rentals.ca/ottawa/122-reliance-ridge-1,4 ,3 ,2700 ,$2700,"122 Reliance Ridge - Ottawa, ON"
https://rentals.ca/ottawa/79-saddle-crescent,3 ,4 ,N/A,$2500,"79 Saddle Crescent - Ottawa, ON"
https://rentals.ca/ottawa/146-bayswater-avenue-unit3,1 ,1 ,N/A,$2150,"146 BAYSWATER AVENUE UNIT#3 - Ottawa, ON"
https://rentals.ca/ottawa/360-mcleod-street-1,1.5 ,0.5 ,700 ,$2600,"360 McLeod Street - Ottawa, ON"
https://rentals.ca/ottawa/49-bertrand-street,3 ,2 ,2200 ,$2945,"49 Bertrand Street - Ottawa, ON"
https://rentals.ca/ottawa/933-winnington-avenue-1,6 ,2 ,2500 ,$4200,"933 Winnington Avenue - Ottawa, ON"
https://rentals.ca/ottawa/2071-prince-charles-road,5 ,1.5 ,N/A,$700,"2071 Prince Charles Road - Ottawa, ON"
https://rentals.ca/ottawa/201-parkdale-avenue,1 ,1 ,508 ,$1850,"201 Parkdale Avenue - Ottawa, ON"
https://rentals.ca/ottawa/475-laurier-avenue-west,1 ,1 ,720 ,$1650,"475 Laurier Avenue West - Ottawa, ON"
https://rentals.ca/ottawa/217-strathcona-avenue-1,3 ,3 ,2300 ,$4995,"217 Strathcona Avenue - Ottawa, ON"
https://rentals.ca/ottawa/323-winona-avenue,1.5 ,1.5 ,850 ,$2650,"323 Winona Avenue - Ottawa, ON"
https://rentals.ca/ottawa/450-daly-avenue-1,2 ,1 ,N/A,$600,"450 Daly Avenue - Ottawa, ON"
https://rentals.ca/ottawa/200-besserer-street-1,0.5 ,0.5 ,700 ,$2050,"200 Besserer Street - Ottawa, ON"
https://rentals.ca/ottawa/1896-norwood-avenue,4 ,2.5 ,1750 ,$3500,"1896 Norwood Avenue - Ottawa, ON"
https://rentals.ca/ottawa/26-rideau-terrace-1,4 ,3 ,2500 ,$4100,"26 Rideau Terrace - Ottawa, ON"
https://rentals.ca/ottawa/224-lyon-street-north-3,1.5 ,1 ,N/A,$2200,"224 Lyon Street North - Ottawa, ON"
https://rentals.ca/ottawa/1879-lorraine-avenue,4 ,2 ,1800 ,$2950,"1879 Lorraine Avenue - Ottawa, ON"
https://rentals.ca/ottawa/59-beverley-avenue,2 ,1 ,1000 ,$2100,"59 Beverley Avenue - Ottawa, ON"
https://rentals.ca/ottawa/1264-field-street,3 ,1 ,1100 ,$2500,"1264 Field Street - Ottawa, ON"
https://rentals.ca/ottawa/bermondsey-way-1,4 ,2.5 ,1800 ,$2500,"Bermondsey Way - Ottawa, ON"
https://rentals.ca/ottawa/467-slater-street-5,1 ,1 ,N/A,$1725,"467 Slater Street - Ottawa, ON"
https://rentals.ca/ottawa/467-slater-street-4,1 ,1 ,N/A,$1675,"467 Slater Street - Ottawa, ON"
https://rentals.ca/ottawa/345-cunningham-avenue,3 ,2 ,1800 ,$2675,"345 Cunningham Avenue - Ottawa, ON"
https://rentals.ca/ottawa/345-cunningham-avenue-1,3 ,2 ,1800 ,$2675,"345 Cunningham Avenue - Ottawa, ON"
https://rentals.ca/ottawa/158-mcarthur-avenue-1,1 ,1 ,N/A,$1950,"158 McArthur Avenue - Ottawa, ON"
https://rentals.ca/ottawa/118-finn-court-1,5 ,3.5 ,3500 ,$3999,"118 Finn Court - Ottawa, ON"
https://rentals.ca/ottawa/167-saint-andrew-street,2 ,1 ,1000 ,$2049,"167 Saint Andrew Street - Ottawa, ON"
https://rentals.ca/ottawa/295-saint-andrew-street,2 ,1 ,700 ,$2250,"295 Saint Andrew Street - Ottawa, ON"
https://rentals.ca/ottawa/638-center-street-2,1 ,1 ,670 ,$1805,"638 Center Street - Ottawa, ON"
https://rentals.ca/ottawa/687-melbourne-avenue,2 ,1 ,N/A,$3100,"687 Melbourne Avenue - Ottawa, ON"
https://rentals.ca/ottawa/90-george-street-1,1.5 ,1 ,800 ,$3000,"90 George Street - Ottawa, ON"
https://rentals.ca/ottawa/10-pelham-crescent,3.5 ,3.5 ,2700 ,$2899,"10 Pelham Crescent - Ottawa, ON"
https://rentals.ca/ottawa/121-parkdale-avenue-4,2 ,2 ,916 ,$2715,"121 Parkdale Avenue - Ottawa, ON"
https://rentals.ca/ottawa/277-dovercourt-avenue-1,3.5 ,3.5 ,2000 ,$4450,"277 Dovercourt Avenue - Ottawa, ON"
https://rentals.ca/ottawa/featherston-drive,1 ,1 ,N/A,$800,"Featherston Drive - Ottawa, ON"
https://rentals.ca/ottawa/2-arundel-avenue-2,5 ,2.5 ,2500 ,$4500,"2 Arundel Avenue - Ottawa, ON"
https://rentals.ca/ottawa/1115-stittsville-main-street,2 ,2 ,N/A,$2400,"1115 Stittsville Main Street - Ottawa, ON"
https://rentals.ca/ottawa/alta-vista-drive-2,3 ,1.5 ,1250 ,$4250,"Alta Vista Drive - Ottawa, ON"
https://rentals.ca/ottawa/40-nepean-street-1,2 ,2 ,N/A,$2800,"40 Nepean Street - Ottawa, ON"
https://rentals.ca/ottawa/2-arundel-avenue,5 ,2.5 ,2000 ,$5000,"2 Arundel Avenue - Ottawa, ON"
https://rentals.ca/ottawa/2793-saint-stephens-street,3.5 ,4 ,2500 ,$3299,"2793 Saint Stephens Street - Ottawa, ON"
https://rentals.ca/ottawa/370-athlone-avenue,0 ,0 ,1300 ,$2295,"370 Athlone Avenue - Ottawa, ON"
https://rentals.ca/ottawa/99-granville-street-1,3 ,3 ,2400 ,$2850,"99 Granville Street - Ottawa, ON"
https://rentals.ca/ottawa/895-chapman-boulevard,3 ,1 ,900 ,$1950,"895 Chapman Boulevard - Ottawa, ON"
https://rentals.ca/ottawa/49-preston-street,1 ,1 ,1200 ,$1950,"49 Preston Street - Ottawa, ON"
https://rentals.ca/ottawa/158-mcarthur-avenue,2 ,1 ,1150 ,$1950,"158 McArthur Avenue - Ottawa, ON"
https://rentals.ca/ottawa/831-bronson-avenue,1 ,1 ,N/A,$750,"831 Bronson Avenue - Ottawa, ON"
https://rentals.ca/ottawa/360-cumberland-street,1 ,1 ,500 ,$1850,"360 Cumberland Street - Ottawa, ON"
https://rentals.ca/ottawa/360-cumberland-street-3,1 ,1 ,500 ,$1850,"360 Cumberland Street - Ottawa, ON"
https://rentals.ca/ottawa/114-sherbrooke-avenue-1,1 ,1.5 ,1350 ,$1150,"114 Sherbrooke Avenue - Ottawa, ON"
https://rentals.ca/ottawa/6705-cedar-acres-drive,3 ,2 ,1725 ,$3200,"6705 Cedar Acres Drive - Ottawa, ON"
https://rentals.ca/ottawa/101-queen-street,0.5 ,1 ,650 ,$2800,"101 Queen Street - Ottawa, ON"
https://rentals.ca/ottawa/24-champlain-avenue,2 ,1 ,750 ,$1850,"24 Champlain Avenue - Ottawa, ON"
https://rentals.ca/ottawa/192-bronson-avenue-1,1 ,1 ,540 ,$1900,"192 Bronson Avenue - Ottawa, ON"
https://rentals.ca/ottawa/200-besserer-street,1 ,1 ,625 ,$1700,"200 Besserer Street - Ottawa, ON"
https://rentals.ca/ottawa/2097-alta-vista-drive,0 ,1 ,375 ,$925,"2097 Alta Vista Drive - Ottawa, ON"
https://rentals.ca/ottawa/124-unity-place,4 ,2.5 ,2225 ,$2650,"124 Unity Place - Ottawa, ON"
https://rentals.ca/ottawa/culdaff-road,3 ,2.5 ,1796 ,$2200,"Culdaff Road - Ottawa, ON"
https://rentals.ca/ottawa/1157-rockingham-avenue,1 ,1 ,850 ,$800,"1157 Rockingham Avenue - Ottawa, ON"
https://rentals.ca/ottawa/300-lisgar-street,1.5 ,1 ,800 ,$3000,"300 Lisgar Street - Ottawa, ON"
https://rentals.ca/ottawa/25-mcarthur-avenue,1 ,1 ,530 ,$1649,"25 McArthur Avenue - Ottawa, ON"
https://rentals.ca/ottawa/200-rideau-street,1 ,1 ,701 ,$2190,"200 Rideau Street - Ottawa, ON"
https://rentals.ca/ottawa/12-somerset-street-west,3 ,3 ,N/A,$3750,"12 Somerset Street West - Ottawa, ON"
https://rentals.ca/ottawa/derreen-avenue,3 ,3 ,1650 ,$2200,"Derreen Avenue - Ottawa, ON"
https://rentals.ca/ottawa/2748-moncton-road,3 ,1.5 ,N/A,$1800,"2748 Moncton Road - Ottawa, ON"
https://rentals.ca/ottawa/1180-karn-place-1,2 ,1 ,900 ,$1850,"1180 Karn Place - Ottawa, ON"
https://rentals.ca/ottawa/360-levis-avenue,4 ,2 ,2000 ,$2899,"360 Lévis Avenue - Ottawa, ON"
https://rentals.ca/ottawa/35-second-avenue,1 ,1 ,N/A,$1750,"35 Second Avenue - Ottawa, ON"
https://rentals.ca/ottawa/207-bell-street-north-1,1 ,1 ,N/A,$1599,"207 Bell Street North - Ottawa, ON"
https://rentals.ca/ottawa/530-laurier-avenue-west-1,1 ,1 ,N/A,$1950,"530 Laurier Avenue West - Ottawa, ON"
https://rentals.ca/ottawa/parkdale-avenue,4 ,2.5 ,N/A,$5950,"Parkdale Avenue - Ottawa, ON"
https://rentals.ca/ottawa/111-champagne-avenue-south,1 ,1 ,700 ,$2100,"111 Champagne Avenue South - Ottawa, ON"
https://rentals.ca/ottawa/2033-cornish-street,2.5 ,1 ,1500 ,$2450,"2033 Cornish Street - Ottawa, ON"
https://rentals.ca/ottawa/549-donald-street,3 ,2 ,1000 ,$2500,"549 Donald Street - Ottawa, ON"
https://rentals.ca/ottawa/555-brittany-drive,2 ,2 ,1100 ,$2050,"555 Brittany Drive - Ottawa, ON"
https://rentals.ca/ottawa/716-luc-street,2 ,1 ,1 ,$2400,"716 Luc Street - Ottawa, ON"
https://rentals.ca/ottawa/98-richmond-road-1,1 ,1 ,N/A,$2350,"98 Richmond Road - Ottawa, ON"
https://rentals.ca/ottawa/sherman-drive,3 ,2 ,1400 ,$2950,"Sherman Drive - Ottawa, ON"
https://rentals.ca/ottawa/39-sienna-private,3 ,2.5 ,N/A,$2800,"39 Sienna Private - Ottawa, ON"
https://rentals.ca/ottawa/2029-saunderson-drive,4 ,2 ,N/A,$2450,"2029 Saunderson Drive - Ottawa, ON"
https://rentals.ca/ottawa/1785-frobisher-lane,2 ,1 ,N/A,$2100,"1785 Frobisher Lane - Ottawa, ON"
https://rentals.ca/ottawa/811-connaught-avenue-1,3 ,1.5 ,N/A,$2300,"811 Connaught Avenue - Ottawa, ON"
https://rentals.ca/ottawa/170-breezehill-avenue-north-1,2 ,1 ,800 ,$2100,"170 Breezehill Avenue North - Ottawa, ON"
https://rentals.ca/ottawa/289-irene-crescent,2 ,1 ,800 ,$1950,"289 Irene Crescent - Ottawa, ON"
https://rentals.ca/ottawa/567-rioja-street,3 ,1.5 ,1700 ,$2350,"567 Rioja Street - Ottawa, ON"
https://rentals.ca/ottawa/805-carling-avenue-1,1 ,1 ,730 ,$2400,"805 Carling Avenue - Ottawa, ON"
https://rentals.ca/ottawa/129-eccles-street,3 ,1.5 ,1500 ,$2900,"129 Eccles Street - Ottawa, ON"
https://rentals.ca/ottawa/470-cambridge-street-south,1 ,1 ,550 ,$1455,"470 Cambridge Street South - Ottawa, ON"
https://rentals.ca/ottawa/142-cobourg-street-1,2 ,3 ,1800 ,$3500,"142 Cobourg Street - Ottawa, ON"
https://rentals.ca/ottawa/1015-north-river-road,3 ,1.5 ,1400 ,$2450,"1015 North River Road - Ottawa, ON"
https://rentals.ca/ottawa/445-laurier-avenue-west-3,2 ,1 ,1200 ,$1400,"445 Laurier Avenue West - Ottawa, ON"
https://rentals.ca/ottawa/23-ravenscroft-court,3 ,2.5 ,1600 ,$2300,"23 Ravenscroft Court - Ottawa, ON"
https://rentals.ca/ottawa/29-robinson-avenue,0.5 - 2 ,1 - 2 ,451 - 790 ,$1600 - $2410,"29 Robinson Avenue - Ottawa, ON"
https://rentals.ca/ottawa/74-adrift-street,4 ,3 ,2400 ,$3000,"74 Adrift Street - Ottawa, ON"
https://rentals.ca/ottawa/492-mutual-street-1,3 ,1 ,1032 ,$2400,"492 Mutual Street - Ottawa, ON"
https://rentals.ca/ottawa/255-bay-street-1,1 ,1 ,670 ,$1950,"255 Bay Street - Ottawa, ON"
https://rentals.ca/ottawa/74-margrave-avenue,3 ,2.5 ,N/A,$2150,"74 Margrave Avenue - Ottawa, ON"
https://rentals.ca/ottawa/allegrini-terr,3 ,2.5 ,1850 ,$2250,"Allegrini Terr - Ottawa, ON"
https://rentals.ca/ottawa/2272-lawn-avenue,3 ,2 ,1500 ,$2850,"2272 Lawn Avenue - Ottawa, ON"
https://rentals.ca/ottawa/324-laurier-avenue-west-6,1 ,1 ,N/A,$1995,"324 Laurier Avenue West - Ottawa, ON"
https://rentals.ca/ottawa/809-indica-street,3 ,2.5 ,1868 ,$2250,"809 Indica Street - Ottawa, ON"
https://rentals.ca/ottawa/199-kent-street-5,2 ,1 ,1030 ,$2700,"199 Kent Street - Ottawa, ON"
https://rentals.ca/ottawa/1180-karn-place,1 ,1 ,700 ,$1650,"1180 Karn Place - Ottawa, ON"
https://rentals.ca/ottawa/1100-ambleside-drive-1,2 ,1 ,600 ,$2100,"1100 Ambleside Drive - Ottawa, ON"
https://rentals.ca/ottawa/199-kent-street-1,1 ,1 ,N/A,$1850,"199 Kent Street - Ottawa, ON"
https://rentals.ca/ottawa/195-besserer-street-6,1 ,1 ,650 ,$2250,"195 Besserer Street - Ottawa, ON"
https://rentals.ca/ottawa/337-zephyr-avenue,2.5 ,1 ,950 ,$1995,"337 Zephyr Avenue - Ottawa, ON"
https://rentals.ca/ottawa/3448-southgate-road,3 ,2.5 ,1600 ,$2550,"3448 Southgate Road - Ottawa, ON"
https://rentals.ca/ottawa/1295-notting-hill-avenue,3 ,1 ,N/A,$2375,"1295 Notting Hill Avenue - Ottawa, ON"
https://rentals.ca/ottawa/277-dovercourt-avenue,3.5 ,3.5 ,2000 ,$4500,"277 Dovercourt Avenue - Ottawa, ON"
https://rentals.ca/ottawa/356-levis-avenue,3 ,1 ,1300 ,$2399,"356 Lévis Avenue - Ottawa, ON"
https://rentals.ca/ottawa/601-somerset-street-west-2,2 ,1 ,705 ,$2250,"601 Somerset Street West - Ottawa, ON"
https://rentals.ca/ottawa/759-samantha-eastop-avenue,3 ,2.5 ,2550 ,$2800,"759 Samantha Eastop Avenue - Ottawa, ON"
https://rentals.ca/ottawa/39-commanda-way-1,1.5 ,4 ,N/A,$6000,"39 Commanda Way - Ottawa, ON"
https://rentals.ca/ottawa/213-mart-circle-1,2 ,1.5 ,1100 ,$1950,"213 Mart Circle - Ottawa, ON"
https://rentals.ca/ottawa/224-lyon-street-north,0.5 ,1 ,560 ,$1850,"224 Lyon Street North - Ottawa, ON"
https://rentals.ca/ottawa/65-defence-street,5 ,3.5 ,2900 ,$3000,"65 Defence Street - Ottawa, ON"
https://rentals.ca/ottawa/354-gladstone-avenue-1,2.5 ,2 ,1014 ,$2800,"354 Gladstone Avenue - Ottawa, ON"
https://rentals.ca/ottawa/6-oblats-avenue,1 ,1 ,592 ,$1990,"6 Oblats Avenue - Ottawa, ON"
https://rentals.ca/ottawa/39-commanda-way,3 ,3.5 ,N/A,$6000,"39 Commanda Way - Ottawa, ON"
https://rentals.ca/ottawa/35-murray-street-1,1 ,1 ,600 ,$2700,"35 Murray Street - Ottawa, ON"
https://rentals.ca/ottawa/200-rideau-street-1,1 ,1 ,126 ,$1400,"200 Rideau Street - Ottawa, ON"
https://rentals.ca/ottawa/82-third-avenue-1,3 ,2.5 ,2800 ,$5200,"82 Third Avenue - Ottawa, ON"
https://rentals.ca/ottawa/309-rue-cumberland-street,2 ,2 ,1 ,$2200,"309 Rue Cumberland Street - Ottawa, ON"
https://rentals.ca/ottawa/530-laurier-avenue-west,2 ,1 ,N/A,$2500,"530 Laurier Avenue West - Ottawa, ON"
https://rentals.ca/ottawa/277-maygrass-street,2 ,2.5 ,1750 ,$2350,"277 Maygrass Street - Ottawa, ON"
https://rentals.ca/ottawa/1235-saint-paul-avenue,4 ,2 ,1200 ,$3500,"1235 Saint Paul Avenue - Ottawa, ON"
https://rentals.ca/ottawa/916-rex-avenue,2 ,1 ,900 ,$2200,"916 Rex Avenue - Ottawa, ON"
https://rentals.ca/ottawa/122-solera-circle-2,4 ,3.5 ,2923 ,$4600,"122 Solera Circle - Ottawa, ON"
https://rentals.ca/ottawa/63-preston-street,1 ,1 ,900 ,$1850,"63 Preston Street - Ottawa, ON"
https://rentals.ca/ottawa/40-briston-private-1,1 ,1.5 ,N/A,$800,"40 Briston Private - Ottawa, ON"
https://rentals.ca/ottawa/67-pinehurst-avenue,3 ,2 ,N/A,$3000,"67 Pinehurst Avenue - Ottawa, ON"
https://rentals.ca/ottawa/201-parkdale-avenue-1,1 ,1 ,N/A,$2000,"201 Parkdale Avenue - Ottawa, ON"
https://rentals.ca/ottawa/489-pleasant-park-road-1,3 ,1 ,2000 ,$2790,"489 Pleasant Park Road - Ottawa, ON"
https://rentals.ca/ottawa/46-ella-street,3 ,3 ,2000 ,$3950,"46 Ella Street - Ottawa, ON"
https://rentals.ca/ottawa/229-peres-blancs-avenue,2 ,1 ,1000 ,$750,"229 Pères-Blancs Avenue - Ottawa, ON"
https://rentals.ca/ottawa/142-cobourg-street,2 ,3 ,1700 ,$3500,"142 Cobourg Street - Ottawa, ON"
https://rentals.ca/ottawa/26-lambton-avenue,4 ,2.5 ,2500 ,$5499,"26 Lambton Avenue - Ottawa, ON"
https://rentals.ca/ottawa/2366-malone-crescent,3 ,1 ,1250 ,$1995,"2366 Malone Crescent - Ottawa, ON"
https://rentals.ca/ottawa/104-unity-place-1,4 ,2.5 ,N/A,$2700,"104 unity place - Ottawa, ON"
https://rentals.ca/ottawa/101-richmond-road,1 ,1 ,630 ,$2200,"101 Richmond Road - Ottawa, ON"
https://rentals.ca/ottawa/40-nepean-street,2 ,2 ,N/A,$2700,"40 Nepean Street - Ottawa, ON"
https://rentals.ca/ottawa/77-whalings-circle,3 ,1.5 ,1800 ,$2500,"77 Whalings Circle - Ottawa, ON"
https://rentals.ca/ottawa/3260-southgate-road,4 ,2 ,N/A,$2500,"3260 Southgate Road - Ottawa, ON"
https://rentals.ca/ottawa/45-holland-avenue,1.5 ,1 ,660 ,$1900,"45 Holland Avenue - Ottawa, ON"
https://rentals.ca/ottawa/154-donald-street-2,3 ,1.5 ,N/A,$2550,"154 Donald Street - Ottawa, ON"
https://rentals.ca/ottawa/255-bay-street-8,1 ,1 ,766 ,$1995,"255 Bay Street - Ottawa, ON"
https://rentals.ca/ottawa/6-oblats-avenue-1,1 ,1 ,700 ,$2165,"6 Oblats Avenue - Ottawa, ON"
https://rentals.ca/ottawa/79-third-avenue,1 ,1 ,N/A,$1950,"79 Third Avenue - Ottawa, ON"
https://rentals.ca/ottawa/32-central-park-drive,3 ,2.5 ,N/A,$2500,"32 Central Park Drive - Ottawa, ON"
https://rentals.ca/ottawa/121-parkdale-avenue-3,2 ,2 ,823 ,$2795,"121 Parkdale Avenue - Ottawa, ON"
https://rentals.ca/ottawa/6435-fallowfield-road-1,1 ,1 ,1500 ,$2400,"6435 Fallowfield Road - Ottawa, ON"
https://rentals.ca/ottawa/149-waverley-street,3.5 ,1 ,1350 ,$2550,"149 Waverley Street - Ottawa, ON"
https://rentals.ca/ottawa/3446-southgate-road,3.5 ,2.5 ,1450 ,$2450,"3446 Southgate Road - Ottawa, ON"
https://rentals.ca/ottawa/268-lorry-greenberg-drive,2 ,1 ,N/A,$1850,"268 Lorry Greenberg Drive - Ottawa, ON"
https://rentals.ca/ottawa/2199-bel-air-drive,1 ,1.5 ,160 ,$800,"2199 Bel-Air Drive - Ottawa, ON"
https://rentals.ca/ottawa/121-parkdale-avenue-5,2 ,2 ,822 ,$2795,"121 Parkdale Avenue - Ottawa, ON"
https://rentals.ca/ottawa/160-mafeking-avenue,2 ,2 ,N/A,$2200,"160 Mafeking Avenue - Ottawa, ON"
https://rentals.ca/ottawa/93-briston-private,1 ,1.5 ,1300 ,$1980,"93 Briston Private - Ottawa, ON"
https://rentals.ca/ottawa/35-holland-avenue,1 ,1 ,600 ,$1800,"35 Holland Avenue - Ottawa, ON"
https://rentals.ca/ottawa/1171-ambleside-drive-1,1 ,1 ,900 ,$1900,"1171 Ambleside Drive - Ottawa, ON"
https://rentals.ca/ottawa/1025-grenon-avenue-1,1 ,1 ,709 ,$1550,"1025 Grenon Avenue - Ottawa, ON"
https://rentals.ca/ottawa/635-richmond-road,1 ,1.5 ,720 ,$2400,"635 Richmond Road - Ottawa, ON"
https://rentals.ca/ottawa/470-laurier-avenue-west,1 ,1 ,575 ,$1900,"470 Laurier Avenue West - Ottawa, ON"
https://rentals.ca/ottawa/434-hilson-avenue-1,4 ,3 ,2500 ,$3850,"434 Hilson Avenue - Ottawa, ON"
https://rentals.ca/ottawa/340-briston-private,2 ,1.5 ,1310 ,$1900,"340 Briston Private - Ottawa, ON"
https://rentals.ca/ottawa/2551-southvale-crescent,1 ,0 ,N/A,$625,"2551 Southvale Crescent - Ottawa, ON"
https://rentals.ca/ottawa/18-jolliet-avenue,2 ,1 ,800 ,$1850,"18 Jolliet Avenue - Ottawa, ON"
https://rentals.ca/ottawa/270-breezehill-avenue-south,1 ,1 ,1000 ,$2025,"270 Breezehill Avenue South - Ottawa, ON"
https://rentals.ca/ottawa/46-ella-street-1,3 ,3 ,2000 ,$3950,"46 Ella Street - Ottawa, ON"
https://rentals.ca/ottawa/hutchison-avenue,5 ,3.5 ,N/A,$8950,"Hutchison Avenue - Ottawa, ON"
https://rentals.ca/ottawa/19-pentry-lane-1,4 ,2 ,N/A,$3500,"19 Pentry Lane - Ottawa, ON"
https://rentals.ca/ottawa/355-nelson-street,1 - 2 ,1 ,600 - 965 ,$1800 - $2200,"355 Nelson Street - Ottawa, ON"
https://rentals.ca/ottawa/207-jeremiah-kealey-street,3 ,3 ,1872 ,$3500,"207 Jeremiah Kealey Street - Ottawa, ON"
https://rentals.ca/ottawa/columbus-avenue-1,3 ,1 ,N/A,$3400,"Columbus Avenue - Ottawa, ON"
https://rentals.ca/ottawa/columbus-avenue,2.5 ,1 ,1000 ,$2850,"Columbus Avenue - Ottawa, ON"
https://rentals.ca/ottawa/10-oblats-avenue,1 - 2 ,1 - 2 ,570 - 840 ,$1875 - $2595,"10 Oblats Avenue - Ottawa, ON"
https://rentals.ca/ottawa/bradley-avenue,2 ,1 ,800 ,$1400,"Bradley Avenue - Ottawa, ON"
https://rentals.ca/ottawa/464-rue-wilbrod-street,0 - 2 ,1 ,300 - 1200 ,$1300 - $2000,"464 Rue Wilbrod Street - Ottawa, ON"
https://rentals.ca/ottawa/175-main-street,1 ,1 ,484 - 635 ,$1905 - $2130,"175 Main Street - Ottawa, ON"
https://rentals.ca/ottawa/lorry-greenberg-drive,2 ,1 ,820 ,$1850,"Lorry Greenberg Drive - Ottawa, ON"
https://rentals.ca/ottawa/805-carling-avenue-id577722,1.5 ,1 ,650 ,$2450,"805 Carling Avenue - Ottawa, ON"
https://rentals.ca/ottawa/251-percy-street,1 ,1 ,700 ,$1175,"251 Percy Street - Ottawa, ON"
https://rentals.ca/ottawa/300-lisgar-street-1,1 ,1 ,715 ,$2500,"300 Lisgar Street - Ottawa, ON"
https://rentals.ca/ottawa/212-plymouth-street-1,3 ,0.5 ,1000 ,$2400,"212 Plymouth Street - Ottawa, ON"
https://rentals.ca/ottawa/278-hinchey-avenue,1 ,0.5 ,1100 ,$1650,"278 Hinchey Avenue - Ottawa, ON"
https://rentals.ca/ottawa/stallion-crescent,3 ,2.5 ,1884 ,$2200,"Stallion Crescent - Ottawa, ON"
https://rentals.ca/ottawa/219-shinny-avenue,3 ,3 ,N/A,$2350,"219 Shinny Avenue - Ottawa, ON"
https://rentals.ca/ottawa/208-bandelier-way,3 ,2.5 ,1918 ,$2200,"208 Bandelier Way - Ottawa, ON"
https://rentals.ca/ottawa/74-esterlawn-private,3 ,1.5 ,1074 ,$2100,"74 Esterlawn Private - Ottawa, ON"
https://rentals.ca/ottawa/92-latigo-ridge,3 ,2.5 ,1830 ,$2375,"92 Latigo Ridge - Ottawa, ON"
https://rentals.ca/ottawa/100-woodhurst-crescent,3 ,3.5 ,2083 ,$2500,"100 Woodhurst Crescent - Ottawa, ON"
https://rentals.ca/ottawa/252-saint-andrew-street,2 ,1 ,N/A,$1750,"252 Saint Andrew Street - Ottawa, ON"
https://rentals.ca/ottawa/228-sheaf-row,4 ,2.5 ,2120 ,$2500,"228 Sheaf Row - Ottawa, ON"
https://rentals.ca/ottawa/1717-heatherington-road,3 ,2 ,900 ,$2000,"1717 Heatherington Road - Ottawa, ON"
https://rentals.ca/ottawa/185-lyon-street-north-2,0 ,1 ,500 ,$1669,"185 Lyon Street North - Ottawa, ON"
https://rentals.ca/ottawa/13-henry-street-1,1 ,1 ,N/A,$1500,"13 Henry Street - Ottawa, ON"
https://rentals.ca/ottawa/1202-kingston-avenue,0 ,1 ,430 ,$1550,"1202 Kingston Avenue - Ottawa, ON"
https://rentals.ca/ottawa/136-kamloops-avenue,1 ,1 ,1000 ,$1000,"136 Kamloops Avenue - Ottawa, ON"
https://rentals.ca/ottawa/305-rideau-street-1,1 ,1 ,N/A,$1200,"305 Rideau Street - Ottawa, ON"
https://rentals.ca/ottawa/642-shelley-avenue,1 ,0 ,N/A,$400,"642 Shelley Avenue - Ottawa, ON"
https://rentals.ca/ottawa/155-stewart-street,1 ,1 ,650 ,$1450,"155 Stewart Street - Ottawa, ON"
https://rentals.ca/ottawa/456-mutual-street,3 ,1 ,1300 ,$2250,"456 Mutual Street - Ottawa, ON"
https://rentals.ca/ottawa/295-michel-circle,3 ,1 ,900 ,$2100,"295 Michel Circle - Ottawa, ON"
https://rentals.ca/ottawa/564-highcroft-avenue,3 ,2 ,1300 ,$2800,"564 Highcroft Avenue - Ottawa, ON"
https://rentals.ca/ottawa/212-plymouth-street,3 ,0.5 ,1000 ,$2400,"212 Plymouth Street - Ottawa, ON"
https://rentals.ca/ottawa/692-holt-crescent,3 ,2 ,1641 ,$3200,"692 Holt Crescent - Ottawa, ON"
https://rentals.ca/ottawa/434-hilson-avenue,3 ,2.5 ,2000 ,$3850,"434 Hilson Avenue - Ottawa, ON"
https://rentals.ca/ottawa/colonel-murray-street,3 ,2 ,1500 ,$2500,"Colonel Murray Street - Ottawa, ON"
https://rentals.ca/ottawa/65-kilbarry-crescent,4 ,4 ,2100 ,$4900,"65 Kilbarry Crescent - Ottawa, ON"
https://rentals.ca/ottawa/135-young-street,4 ,1.5 ,1200 ,$2200,"135 Young Street - Ottawa, ON"
https://rentals.ca/ottawa/1-cornwall-street,5 ,2.5 ,N/A,$5000,"1 Cornwall Street - Ottawa, ON"
https://rentals.ca/ottawa/636-rue-oconnor-street,1 ,1 ,1700 ,$4000,"636 Rue O'Connor Street - Ottawa, ON"
https://rentals.ca/ottawa/144-wilbert-cox-drive,5 ,3 ,3500 ,$4000,"144 Wilbert Cox Drive - Ottawa, ON"
https://rentals.ca/ottawa/81-ivy-crescent,3 ,2 ,N/A,$3500,"81 Ivy Crescent - Ottawa, ON"
https://rentals.ca/ottawa/326-athlone-avenue,4 ,2 ,1800 ,$3600,"326 Athlone Avenue - Ottawa, ON"
